settimana,regione,candidature_organiche_vere,candidature_organiche_osservate
2025-05-12,Campania,593.7,483
2025-05-12,Emilia-Romagna,443.1,374
2025-05-12,Friuli-Venezia Giulia,124.2,118
2025-05-12,Lazio,972.6,889
2025-05-12,Liguria,210.0,264
2025-05-12,Lombardia,1155.0,1191
2025-05-12,Marche,231.1,235
2025-05-12,Molise,29.5,25
2025-05-12,Piemonte,450.9,343
2025-05-12,Puglia,447.3,771
2025-05-12,Sardegna,216.7,210
2025-05-12,Sicilia,476.5,539
2025-05-12,Toscana,407.4,527
2025-05-12,Trentino-Alto Adige,140.3,85
2025-05-12,Umbria,99.4,66
2025-05-12,Valle d'Aosta,7.2,7
2025-05-12,Veneto,532.7,579
2025-05-19,Abruzzo,150.4,137
2025-05-19,Basilicata,79.9,59
2025-05-19,Calabria,202.0,189
2025-05-19,Campania,651.7,742
2025-05-19,Emilia-Romagna,473.8,531
2025-05-19,Friuli-Venezia Giulia,129.6,89
2025-05-19,Lazio,951.1,751
2025-05-19,Liguria,222.2,243
2025-05-19,Lombardia,1189.2,1599
2025-05-19,Marche,223.4,222
2025-05-19,Molise,30.7,29
2025-05-19,Piemonte,418.6,315
2025-05-19,Puglia,465.9,595
2025-05-19,Sardegna,235.0,273
2025-05-19,Sicilia,492.3,388
2025-05-19,Toscana,392.9,432
2025-05-19,Trentino-Alto Adige,144.0,156
2025-05-19,Umbria,96.7,80
2025-05-19,Valle d'Aosta,11.0,13
2025-05-19,Veneto,567.6,429
2025-05-26,Abruzzo,167.0,223
2025-05-26,Basilicata,79.2,82
2025-05-26,Calabria,224.0,194
2025-05-26,Campania,632.1,636
2025-05-26,Emilia-Romagna,442.5,291
2025-05-26,Friuli-Venezia Giulia,134.1,145
2025-05-26,Lazio,1003.6,1102
2025-05-26,Liguria,236.7,248
2025-05-26,Lombardia,1197.5,1602
2025-05-26,Marche,238.3,240
2025-05-26,Molise,30.2,28
2025-05-26,Piemonte,435.9,602
2025-05-26,Puglia,459.2,542
2025-05-26,Sardegna,232.5,244
2025-05-26,Sicilia,558.7,453
2025-05-26,Toscana,391.5,382
2025-05-26,Trentino-Alto Adige,146.4,146
2025-05-26,Umbria,106.6,72
2025-05-26,Valle d'Aosta,10.4,11
2025-05-26,Veneto,602.7,878
2025-06-02,Abruzzo,166.2,276
2025-06-02,Basilicata,87.2,55
2025-06-02,Calabria,256.8,268
2025-06-02,Campania,680.2,627
2025-06-02,Emilia-Romagna,459.4,538
2025-06-02,Friuli-Venezia Giulia,137.9,157
2025-06-02,Lazio,1017.8,1158
2025-06-02,Liguria,222.5,259
2025-06-02,Lombardia,1211.7,1371
2025-06-02,Marche,239.8,253
2025-06-02,Molise,31.9,32
2025-06-02,Piemonte,454.7,666
2025-06-02,Puglia,477.0,386
2025-06-02,Sardegna,240.8,266
2025-06-02,Sicilia,554.4,493
2025-06-02,Toscana,401.2,449
2025-06-02,Trentino-Alto Adige,145.5,136
2025-06-02,Umbria,95.4,96
2025-06-02,Valle d'Aosta,9.3,8
2025-06-02,Veneto,572.9,440
2025-06-09,Abruzzo,181.2,201
2025-06-09,Basilicata,78.4,77
2025-06-09,Calabria,241.5,332
2025-06-09,Campania,707.8,819
2025-06-09,Emilia-Romagna,481.4,460
2025-06-09,Friuli-Venezia Giulia,132.4,170
2025-06-09,Lazio,1047.6,870
2025-06-09,Liguria,245.7,258
2025-06-09,Lombardia,1226.5,915
2025-06-09,Marche,237.0,204
2025-06-09,Molise,35.9,47
2025-06-09,Piemonte,462.9,740
2025-06-09,Puglia,503.6,597
2025-06-09,Sardegna,253.7,262
2025-06-09,Sicilia,567.4,588
2025-06-09,Toscana,439.4,459
2025-06-09,Trentino-Alto Adige,143.0,128
2025-06-09,Umbria,104.3,127
2025-06-09,Valle d'Aosta,11.2,13
2025-06-09,Veneto,577.5,627
2025-06-16,Abruzzo,168.4,158
2025-06-16,Basilicata,86.4,76
2025-06-16,Calabria,275.2,176
2025-06-16,Campania,701.7,574
2025-06-16,Emilia-Romagna,494.5,472
2025-06-16,Friuli-Venezia Giulia,140.3,231
2025-06-16,Lazio,1056.0,903
2025-06-16,Liguria,244.6,266
2025-06-16,Lombardia,1219.1,1045
2025-06-16,Marche,262.1,323
2025-06-16,Molise,35.4,45
2025-06-16,Piemonte,440.8,607
2025-06-16,Puglia,526.0,575
2025-06-16,Sardegna,250.2,328
2025-06-16,Sicilia,598.9,620
2025-06-16,Toscana,413.2,364
2025-06-16,Trentino-Alto Adige,146.5,97
2025-06-16,Umbria,106.7,99
2025-06-16,Valle d'Aosta,10.8,13
2025-06-16,Veneto,624.2,556
2025-06-23,Abruzzo,185.1,217
2025-06-23,Basilicata,87.3,67
2025-06-23,Calabria,248.5,240
2025-06-23,Campania,684.8,723
2025-06-23,Emilia-Romagna,494.5,545
2025-06-23,Friuli-Venezia Giulia,150.0,106
2025-06-23,Lazio,1028.4,1059
2025-06-23,Liguria,241.0,211
2025-06-23,Lombardia,1247.0,1161
2025-06-23,Marche,268.5,178
2025-06-23,Molise,38.6,45
2025-06-23,Piemonte,421.5,418
2025-06-23,Puglia,525.7,683
2025-06-23,Sardegna,243.3,243
2025-06-23,Sicilia,610.5,574
2025-06-23,Toscana,437.0,525
2025-06-23,Trentino-Alto Adige,152.7,159
2025-06-23,Umbria,98.0,90
2025-06-23,Valle d'Aosta,7.2,7
2025-06-23,Veneto,615.0,497
2025-06-30,Abruzzo,182.2,190
2025-06-30,Basilicata,84.6,81
2025-06-30,Calabria,259.1,259
2025-06-30,Campania,727.4,1139
2025-06-30,Emilia-Romagna,513.9,469
2025-06-30,Friuli-Venezia Giulia,147.4,131
2025-06-30,Lazio,1062.5,795
2025-06-30,Liguria,259.3,258
2025-06-30,Lombardia,1208.7,1146
2025-06-30,Marche,267.1,227
2025-06-30,Molise,40.4,31
2025-06-30,Piemonte,485.8,429
2025-06-30,Puglia,551.5,560
2025-06-30,Sardegna,255.9,280
2025-06-30,Sicilia,601.0,489
2025-06-30,Toscana,441.7,467
2025-06-30,Trentino-Alto Adige,163.6,255
2025-06-30,Umbria,105.2,95
2025-06-30,Valle d'Aosta,12.7,17
2025-06-30,Veneto,622.1,578
2025-07-07,Abruzzo,175.5,216
2025-07-07,Basilicata,79.0,108
2025-07-07,Calabria,248.7,222
2025-07-07,Campania,723.9,854
2025-07-07,Emilia-Romagna,461.7,399
2025-07-07,Friuli-Venezia Giulia,138.3,141
2025-07-07,Lazio,1094.2,1463
2025-07-07,Liguria,252.3,387
2025-07-07,Lombardia,1227.6,1232
2025-07-07,Marche,261.2,256
2025-07-07,Molise,34.8,50
2025-07-07,Piemonte,439.0,456
2025-07-07,Puglia,522.0,416
2025-07-07,Sardegna,237.7,218
2025-07-07,Sicilia,563.4,582
2025-07-07,Toscana,402.4,374
2025-07-07,Trentino-Alto Adige,165.9,119
2025-07-07,Umbria,102.5,97
2025-07-07,Valle d'Aosta,10.5,7
2025-07-07,Veneto,603.9,402
2025-07-14,Abruzzo,174.5,142
2025-07-14,Basilicata,84.7,89
2025-07-14,Calabria,247.2,252
2025-07-14,Campania,726.4,815
2025-07-14,Emilia-Romagna,465.0,486
2025-07-14,Friuli-Venezia Giulia,153.8,196
2025-07-14,Lazio,1039.3,925
2025-07-14,Liguria,229.8,159
2025-07-14,Lombardia,1176.2,1505
2025-07-14,Marche,254.1,241
2025-07-14,Molise,26.3,25
2025-07-14,Piemonte,397.0,442
2025-07-14,Puglia,496.7,545
2025-07-14,Sardegna,265.9,391
2025-07-14,Sicilia,567.3,596
2025-07-14,Toscana,428.2,369
2025-07-14,Trentino-Alto Adige,155.3,172
2025-07-14,Umbria,117.4,136
2025-07-14,Valle d'Aosta,15.1,11
2025-07-14,Veneto,590.3,603
2025-07-21,Abruzzo,169.7,116
2025-07-21,Basilicata,85.8,74
2025-07-21,Calabria,226.8,174
2025-07-21,Campania,639.6,664
2025-07-21,Emilia-Romagna,451.0,381
2025-07-21,Friuli-Venezia Giulia,115.0,98
2025-07-21,Lazio,941.9,1118
2025-07-21,Liguria,214.1,247
2025-07-21,Lombardia,1074.6,1314
2025-07-21,Marche,226.8,208
2025-07-21,Molise,32.1,32
2025-07-21,Piemonte,403.6,411
2025-07-21,Puglia,504.0,593
2025-07-21,Sardegna,250.5,257
2025-07-21,Sicilia,522.4,684
2025-07-21,Toscana,394.0,472
2025-07-21,Trentino-Alto Adige,161.6,126
2025-07-21,Umbria,85.5,81
2025-07-21,Valle d'Aosta,11.3,11
2025-07-21,Veneto,570.6,697
2025-07-28,Abruzzo,157.1,215
2025-07-28,Basilicata,64.3,81
2025-07-28,Calabria,232.0,226
2025-07-28,Campania,585.5,654
2025-07-28,Emilia-Romagna,442.3,384
2025-07-28,Friuli-Venezia Giulia,115.5,134
2025-07-28,Lazio,923.4,879
2025-07-28,Liguria,212.9,192
2025-07-28,Lombardia,1024.9,1009
2025-07-28,Marche,221.8,272
2025-07-28,Molise,27.0,33
2025-07-28,Piemonte,367.0,372
2025-07-28,Puglia,457.2,566
2025-07-28,Sardegna,228.2,228
2025-07-28,Sicilia,499.9,666
2025-07-28,Toscana,356.3,493
2025-07-28,Trentino-Alto Adige,143.0,156
2025-07-28,Umbria,92.2,116
2025-07-28,Valle d'Aosta,8.6,8
2025-07-28,Veneto,534.0,682
2025-08-04,Abruzzo,136.8,159
2025-08-04,Basilicata,70.2,60
2025-08-04,Calabria,206.8,246
2025-08-04,Campania,599.4,563
2025-08-04,Emilia-Romagna,397.2,420
2025-08-04,Friuli-Venezia Giulia,106.2,100
2025-08-04,Lazio,812.8,716
2025-08-04,Liguria,179.2,248
2025-08-04,Lombardia,967.4,607
2025-08-04,Marche,194.1,117
2025-08-04,Molise,32.6,28
2025-08-04,Piemonte,331.4,340
2025-08-04,Puglia,443.2,434
2025-08-04,Sardegna,211.7,184
2025-08-04,Sicilia,475.8,539
2025-08-04,Toscana,352.9,369
2025-08-04,Trentino-Alto Adige,119.9,117
2025-08-04,Umbria,88.9,153
2025-08-04,Valle d'Aosta,10.6,11
2025-08-04,Veneto,517.8,444
2025-08-11,Abruzzo,129.7,132
2025-08-11,Basilicata,59.2,61
2025-08-11,Calabria,189.3,232
2025-08-11,Campania,526.0,645
2025-08-11,Emilia-Romagna,369.2,309
2025-08-11,Friuli-Venezia Giulia,103.7,90
2025-08-11,Lazio,842.5,762
2025-08-11,Liguria,185.4,229
2025-08-11,Lombardia,976.1,710
2025-08-11,Marche,209.5,160
2025-08-11,Molise,33.8,40
2025-08-11,Piemonte,374.6,394
2025-08-11,Puglia,374.9,418
2025-08-11,Sardegna,194.2,190
2025-08-11,Sicilia,432.4,392
2025-08-11,Toscana,304.8,233
2025-08-11,Trentino-Alto Adige,107.1,103
2025-08-11,Umbria,85.6,69
2025-08-11,Valle d'Aosta,11.8,10
2025-08-11,Veneto,460.4,544
2025-08-18,Abruzzo,140.2,196
2025-08-18,Basilicata,59.2,85
2025-08-18,Calabria,198.4,135
2025-08-18,Campania,521.1,555
2025-08-18,Emilia-Romagna,423.4,360
2025-08-18,Friuli-Venezia Giulia,117.8,110
2025-08-18,Lazio,828.9,701
2025-08-18,Liguria,193.0,216
2025-08-18,Lombardia,979.4,993
2025-08-18,Marche,218.0,183
2025-08-18,Molise,30.2,28
2025-08-18,Piemonte,361.8,486
2025-08-18,Puglia,385.6,308
2025-08-18,Sardegna,185.6,222
2025-08-18,Sicilia,423.2,593
2025-08-18,Toscana,296.4,386
2025-08-18,Trentino-Alto Adige,107.7,88
2025-08-18,Umbria,75.1,77
2025-08-18,Valle d'Aosta,8.4,8
2025-08-18,Veneto,504.3,449
2025-08-25,Abruzzo,134.5,201
2025-08-25,Basilicata,61.7,72
2025-08-25,Calabria,183.6,217
2025-08-25,Campania,556.4,437
2025-08-25,Emilia-Romagna,370.3,421
2025-08-25,Friuli-Venezia Giulia,118.7,108
2025-08-25,Lazio,885.3,760
2025-08-25,Liguria,203.0,255
2025-08-25,Lombardia,1102.2,704
2025-08-25,Marche,213.5,197
2025-08-25,Molise,27.0,19
2025-08-25,Piemonte,412.6,430
2025-08-25,Puglia,396.6,354
2025-08-25,Sardegna,183.2,166
2025-08-25,Sicilia,431.0,307
2025-08-25,Toscana,331.0,378
2025-08-25,Trentino-Alto Adige,115.6,95
2025-08-25,Umbria,94.4,98
2025-08-25,Valle d'Aosta,8.1,8
2025-08-25,Veneto,513.1,483
2025-09-01,Abruzzo,154.7,161
2025-09-01,Basilicata,75.7,101
2025-09-01,Calabria,199.7,187
2025-09-01,Campania,615.3,551
2025-09-01,Emilia-Romagna,383.2,503
2025-09-01,Friuli-Venezia Giulia,121.5,118
2025-09-01,Lazio,890.6,765
2025-09-01,Liguria,201.3,242
2025-09-01,Lombardia,1160.1,781
2025-09-01,Marche,224.9,217
2025-09-01,Molise,30.2,25
2025-09-01,Piemonte,460.8,440
2025-09-01,Puglia,424.5,346
2025-09-01,Sardegna,184.8,183
2025-09-01,Sicilia,443.4,543
2025-09-01,Toscana,346.3,346
2025-09-01,Trentino-Alto Adige,123.5,115
2025-09-01,Umbria,84.6,61
2025-09-01,Valle d'Aosta,14.4,12
2025-09-01,Veneto,527.5,781
2025-09-08,Abruzzo,151.4,142
2025-09-08,Basilicata,68.1,62
2025-09-08,Calabria,196.6,219
2025-09-08,Campania,557.5,569
2025-09-08,Emilia-Romagna,428.6,414
2025-09-08,Friuli-Venezia Giulia,126.3,174
2025-09-08,Lazio,960.0,836
2025-09-08,Liguria,198.2,165
2025-09-08,Lombardia,1230.3,1054
2025-09-08,Marche,214.8,207
2025-09-08,Molise,31.1,33
2025-09-08,Piemonte,439.0,356
2025-09-08,Puglia,430.2,676
2025-09-08,Sardegna,193.9,151
2025-09-08,Sicilia,450.6,487
2025-09-08,Toscana,356.9,238
2025-09-08,Trentino-Alto Adige,114.2,138
2025-09-08,Umbria,78.8,75
2025-09-08,Valle d'Aosta,14.6,19
2025-09-08,Veneto,556.5,778
2025-09-15,Abruzzo,156.7,143
2025-09-15,Basilicata,78.9,92
2025-09-15,Calabria,202.7,165
2025-09-15,Campania,603.4,810
2025-09-15,Emilia-Romagna,421.5,406
2025-09-15,Friuli-Venezia Giulia,135.4,162
2025-09-15,Lazio,975.2,793
2025-09-15,Liguria,202.3,213
2025-09-15,Lombardia,1258.4,1075
2025-09-15,Marche,232.8,306
2025-09-15,Molise,36.3,31
2025-09-15,Piemonte,429.4,270
2025-09-15,Puglia,433.9,311
2025-09-15,Sardegna,219.7,200
2025-09-15,Sicilia,461.0,460
2025-09-15,Toscana,372.7,266
2025-09-15,Trentino-Alto Adige,113.3,131
2025-09-15,Umbria,98.7,96
2025-09-15,Valle d'Aosta,6.1,5
2025-09-15,Veneto,529.5,565
2025-09-22,Abruzzo,162.5,285
2025-09-22,Basilicata,73.5,60
2025-09-22,Calabria,187.1,236
2025-09-22,Campania,608.3,570
2025-09-22,Emilia-Romagna,446.9,393
2025-09-22,Friuli-Venezia Giulia,132.7,107
2025-09-22,Lazio,987.0,1178
2025-09-22,Liguria,217.0,205
2025-09-22,Lombardia,1286.8,1166
2025-09-22,Marche,239.5,229
2025-09-22,Molise,21.9,27
2025-09-22,Piemonte,462.1,611
2025-09-22,Puglia,422.2,639
2025-09-22,Sardegna,187.5,212
2025-09-22,Sicilia,454.0,459
2025-09-22,Toscana,357.0,325
2025-09-22,Trentino-Alto Adige,132.0,183
2025-09-22,Umbria,99.2,98
2025-09-22,Valle d'Aosta,6.4,6
2025-09-22,Veneto,574.4,481
2025-09-29,Abruzzo,176.6,181
2025-09-29,Basilicata,92.7,95
2025-09-29,Calabria,197.1,175
2025-09-29,Campania,617.5,766
2025-09-29,Emilia-Romagna,461.3,701
2025-09-29,Friuli-Venezia Giulia,130.6,115
2025-09-29,Lazio,982.1,1156
2025-09-29,Liguria,214.6,218
2025-09-29,Lombardia,1359.8,1293
2025-09-29,Marche,245.8,158
2025-09-29,Molise,27.1,20
2025-09-29,Piemonte,474.5,459
2025-09-29,Puglia,417.4,640
2025-09-29,Sardegna,192.1,189
2025-09-29,Sicilia,463.4,552
2025-09-29,Toscana,418.9,354
2025-09-29,Trentino-Alto Adige,134.4,131
2025-09-29,Umbria,98.3,84
2025-09-29,Valle d'Aosta,10.9,14
2025-09-29,Veneto,561.5,485
2025-10-06,Abruzzo,161.3,134
2025-10-06,Basilicata,78.1,81
2025-10-06,Calabria,223.0,304
2025-10-06,Campania,643.6,736
2025-10-06,Emilia-Romagna,465.1,652
2025-10-06,Friuli-Venezia Giulia,140.3,149
2025-10-06,Lazio,1039.6,1315
2025-10-06,Liguria,222.6,224
2025-10-06,Lombardia,1369.1,1396
2025-10-06,Marche,256.3,406
2025-10-06,Molise,26.5,26
2025-10-06,Piemonte,504.2,393
2025-10-06,Puglia,424.4,435
2025-10-06,Sardegna,204.8,217
2025-10-06,Sicilia,466.0,513
2025-10-06,Toscana,361.0,409
2025-10-06,Trentino-Alto Adige,130.5,213
2025-10-06,Umbria,91.0,117
2025-10-06,Valle d'Aosta,10.9,7
2025-10-06,Veneto,619.2,897
2025-10-13,Abruzzo,163.2,124
2025-10-13,Basilicata,78.4,52
2025-10-13,Calabria,202.6,204
2025-10-13,Campania,670.8,872
2025-10-13,Emilia-Romagna,494.7,574
2025-10-13,Friuli-Venezia Giulia,152.1,135
2025-10-13,Lazio,1031.2,1031
2025-10-13,Liguria,223.8,228
2025-10-13,Lombardia,1464.7,1123
2025-10-13,Marche,244.3,298
2025-10-13,Molise,30.0,40
2025-10-13,Piemonte,506.5,455
2025-10-13,Puglia,438.5,395
2025-10-13,Sardegna,189.8,178
2025-10-13,Sicilia,467.6,551
2025-10-13,Toscana,388.1,305
2025-10-13,Trentino-Alto Adige,142.9,172
2025-10-13,Umbria,111.1,95
2025-10-13,Valle d'Aosta,6.0,5
2025-10-13,Veneto,626.4,725
2025-10-20,Abruzzo,179.9,213
2025-10-20,Basilicata,90.1,104
2025-10-20,Calabria,216.3,196
2025-10-20,Campania,648.8,532
2025-10-20,Emilia-Romagna,499.7,277
2025-10-20,Friuli-Venezia Giulia,158.0,187
2025-10-20,Lazio,1069.9,1301
2025-10-20,Liguria,203.7,167
2025-10-20,Lombardia,1499.5,1374
2025-10-20,Marche,239.0,212
2025-10-20,Molise,29.4,40
2025-10-20,Piemonte,545.1,464
2025-10-20,Puglia,437.7,374
2025-10-20,Sardegna,203.3,216
2025-10-20,Sicilia,502.4,502
2025-10-20,Toscana,388.3,469
2025-10-20,Trentino-Alto Adige,135.8,118
2025-10-20,Umbria,107.8,80
2025-10-20,Valle d'Aosta,6.8,8
2025-10-20,Veneto,666.5,482
2025-10-27,Abruzzo,165.4,118
2025-10-27,Basilicata,77.7,60
2025-10-27,Calabria,212.9,293
2025-10-27,Campania,667.4,794
2025-10-27,Emilia-Romagna,516.1,551
2025-10-27,Friuli-Venezia Giulia,147.1,104
2025-10-27,Lazio,1092.0,1023
2025-10-27,Liguria,219.5,183
2025-10-27,Lombardia,1543.6,1932
2025-10-27,Marche,264.7,213
2025-10-27,Molise,26.9,41
2025-10-27,Piemonte,540.0,565
2025-10-27,Puglia,438.6,466
2025-10-27,Sardegna,195.7,268
2025-10-27,Sicilia,495.4,609
2025-10-27,Toscana,416.0,405
2025-10-27,Trentino-Alto Adige,128.8,127
2025-10-27,Umbria,113.7,111
2025-10-27,Valle d'Aosta,7.3,7
2025-10-27,Veneto,624.8,785
2025-11-03,Abruzzo,180.6,127
2025-11-03,Basilicata,89.7,63
2025-11-03,Calabria,213.3,210
2025-11-03,Campania,668.6,611
2025-11-03,Emilia-Romagna,507.7,416
2025-11-03,Friuli-Venezia Giulia,149.0,141
2025-11-03,Lazio,1102.0,947
2025-11-03,Liguria,225.9,187
2025-11-03,Lombardia,1541.9,1463
2025-11-03,Marche,272.7,365
2025-11-03,Molise,34.3,25
2025-11-03,Piemonte,553.9,508
2025-11-03,Puglia,414.1,358
2025-11-03,Sardegna,216.6,200
2025-11-03,Sicilia,451.0,558
2025-11-03,Toscana,411.8,386
2025-11-03,Trentino-Alto Adige,133.2,151
2025-11-03,Umbria,98.1,106
2025-11-03,Valle d'Aosta,12.1,10
2025-11-03,Veneto,658.6,639
2025-11-10,Abruzzo,176.4,196
2025-11-10,Basilicata,80.7,94
2025-11-10,Calabria,207.7,364
2025-11-10,Campania,663.3,761
2025-11-10,Emilia-Romagna,487.8,598
2025-11-10,Friuli-Venezia Giulia,167.4,127
2025-11-10,Lazio,1100.1,2196
2025-11-10,Liguria,235.8,222
2025-11-10,Lombardia,1496.2,1897
2025-11-10,Marche,255.7,287
2025-11-10,Molise,38.1,37
2025-11-10,Piemonte,552.4,423
2025-11-10,Puglia,457.0,515
2025-11-10,Sardegna,217.6,224
2025-11-10,Sicilia,479.9,359
2025-11-10,Toscana,378.1,406
2025-11-10,Trentino-Alto Adige,133.1,129
2025-11-10,Umbria,107.6,167
2025-11-10,Valle d'Aosta,8.7,8
2025-11-10,Veneto,653.6,732
2025-11-17,Abruzzo,176.0,164
2025-11-17,Basilicata,93.9,90
2025-11-17,Calabria,213.4,176
2025-11-17,Campania,668.4,635
2025-11-17,Emilia-Romagna,489.2,511
2025-11-17,Friuli-Venezia Giulia,164.5,123
2025-11-17,Lazio,1080.4,1111
2025-11-17,Liguria,220.1,205
2025-11-17,Lombardia,1504.4,1485
2025-11-17,Marche,248.7,314
2025-11-17,Molise,28.3,25
2025-11-17,Piemonte,569.0,648
2025-11-17,Puglia,441.0,415
2025-11-17,Sardegna,197.8,261
2025-11-17,Sicilia,487.0,563
2025-11-17,Toscana,420.7,698
2025-11-17,Trentino-Alto Adige,130.7,96
2025-11-17,Umbria,94.7,76
2025-11-17,Valle d'Aosta,11.0,12
2025-11-17,Veneto,629.5,736
2025-11-24,Abruzzo,180.2,183
2025-11-24,Basilicata,95.7,94
2025-11-24,Calabria,185.8,183
2025-11-24,Campania,658.7,563
2025-11-24,Emilia-Romagna,475.3,304
2025-11-24,Friuli-Venezia Giulia,142.0,140
2025-11-24,Lazio,1009.8,1300
2025-11-24,Liguria,227.1,250
2025-11-24,Lombardia,1414.0,993
2025-11-24,Marche,255.7,158
2025-11-24,Molise,24.7,28
2025-11-24,Piemonte,526.1,731
2025-11-24,Puglia,420.1,409
2025-11-24,Sardegna,198.3,223
2025-11-24,Sicilia,500.2,643
2025-11-24,Toscana,376.8,335
2025-11-24,Trentino-Alto Adige,132.8,93
2025-11-24,Umbria,97.6,94
2025-11-24,Valle d'Aosta,8.3,8
2025-11-24,Veneto,598.6,728
2025-12-01,Abruzzo,152.1,206
2025-12-01,Basilicata,80.7,64
2025-12-01,Calabria,196.2,171
2025-12-01,Campania,591.1,705
2025-12-01,Emilia-Romagna,424.8,357
2025-12-01,Friuli-Venezia Giulia,132.4,153
2025-12-01,Lazio,995.2,649
2025-12-01,Liguria,204.9,216
2025-12-01,Lombardia,1319.0,1456
2025-12-01,Marche,250.5,202
2025-12-01,Molise,28.5,31
2025-12-01,Piemonte,482.5,567
2025-12-01,Puglia,398.6,315
2025-12-01,Sardegna,166.0,192
2025-12-01,Sicilia,441.5,396
2025-12-01,Toscana,386.2,304
2025-12-01,Trentino-Alto Adige,117.1,109
2025-12-01,Umbria,105.1,142
2025-12-01,Valle d'Aosta,7.6,8
2025-12-01,Veneto,552.4,541
2025-12-08,Abruzzo,147.3,195
2025-12-08,Basilicata,64.1,49
2025-12-08,Calabria,169.3,203
2025-12-08,Campania,525.4,534
2025-12-08,Emilia-Romagna,375.7,284
2025-12-08,Friuli-Venezia Giulia,121.1,78
2025-12-08,Lazio,825.6,835
2025-12-08,Liguria,176.1,178
2025-12-08,Lombardia,1159.7,990
2025-12-08,Marche,185.1,204
2025-12-08,Molise,18.2,20
2025-12-08,Piemonte,401.7,464
2025-12-08,Puglia,346.2,287
2025-12-08,Sardegna,151.6,136
2025-12-08,Sicilia,372.6,238
2025-12-08,Toscana,315.1,368
2025-12-08,Trentino-Alto Adige,97.5,114
2025-12-08,Umbria,89.1,108
2025-12-08,Valle d'Aosta,8.5,8
2025-12-08,Veneto,515.1,386
2025-12-15,Abruzzo,110.3,135
2025-12-15,Basilicata,44.9,45
2025-12-15,Calabria,117.3,120
2025-12-15,Campania,431.1,356
2025-12-15,Emilia-Romagna,333.6,368
2025-12-15,Friuli-Venezia Giulia,69.2,58
2025-12-15,Lazio,681.5,725
2025-12-15,Liguria,124.3,114
2025-12-15,Lombardia,856.2,855
2025-12-15,Marche,173.7,160
2025-12-15,Molise,21.3,20
2025-12-15,Piemonte,298.6,370
2025-12-15,Puglia,315.2,253
2025-12-15,Sardegna,146.5,155
2025-12-15,Sicilia,280.3,193
2025-12-15,Toscana,260.4,217
2025-12-15,Trentino-Alto Adige,80.6,100
2025-12-15,Umbria,65.3,58
2025-12-15,Valle d'Aosta,7.5,7
2025-12-15,Veneto,395.2,390
2025-12-22,Abruzzo,84.9,85
2025-12-22,Basilicata,54.8,59
2025-12-22,Calabria,125.1,124
2025-12-22,Campania,359.7,429
2025-12-22,Emilia-Romagna,304.2,313
2025-12-22,Friuli-Venezia Giulia,83.0,90
2025-12-22,Lazio,684.0,594
2025-12-22,Liguria,118.0,144
2025-12-22,Lombardia,824.9,807
2025-12-22,Marche,139.1,166
2025-12-22,Molise,19.6,18
2025-12-22,Piemonte,309.7,333
2025-12-22,Puglia,273.8,301
2025-12-22,Sardegna,113.9,117
2025-12-22,Sicilia,262.2,310
2025-12-22,Toscana,219.6,241
2025-12-22,Trentino-Alto Adige,65.8,51
2025-12-22,Umbria,58.6,84
2025-12-22,Valle d'Aosta,3.5,4
2025-12-22,Veneto,350.4,503
