settimana,regione,ricerche_candidati
2025-09-22,Basilicata,35
2025-09-22,Calabria,121
2025-09-22,Campania,461
2025-09-22,Emilia-Romagna,371
2025-09-22,Friuli-Venezia Giulia,88
2025-09-22,Lazio,503
2025-09-22,Liguria,116
2025-09-22,Lombardia,968
2025-09-22,Marche,144
2025-09-22,Molise,14
2025-09-22,Piemonte,337
2025-09-22,Puglia,330
2025-09-22,Sardegna,137
2025-09-22,Sicilia,410
2025-09-22,Toscana,248
2025-09-22,Trentino-Alto Adige,96
2025-09-22,Umbria,85
2025-09-22,Valle d'Aosta,1
2025-09-22,Veneto,512
2025-09-29,Abruzzo,141
2025-09-29,Basilicata,57
2025-09-29,Calabria,141
2025-09-29,Campania,468
2025-09-29,Emilia-Romagna,380
2025-09-29,Friuli-Venezia Giulia,125
2025-09-29,Lazio,503
2025-09-29,Liguria,117
2025-09-29,Lombardia,993
2025-09-29,Marche,171
2025-09-29,Molise,3
2025-09-29,Piemonte,359
2025-09-29,Puglia,254
2025-09-29,Sardegna,122
2025-09-29,Sicilia,433
2025-09-29,Toscana,332
2025-09-29,Trentino-Alto Adige,111
2025-09-29,Umbria,82
2025-09-29,Valle d'Aosta,11
2025-09-29,Veneto,418
2025-10-06,Abruzzo,133
2025-10-06,Basilicata,54
2025-10-06,Calabria,183
2025-10-06,Campania,555
2025-10-06,Emilia-Romagna,363
2025-10-06,Friuli-Venezia Giulia,119
2025-10-06,Lazio,508
2025-10-06,Liguria,178
2025-10-06,Lombardia,986
2025-10-06,Marche,174
2025-10-06,Molise,10
2025-10-06,Piemonte,409
2025-10-06,Puglia,302
2025-10-06,Sardegna,154
2025-10-06,Sicilia,405
2025-10-06,Toscana,302
2025-10-06,Trentino-Alto Adige,131
2025-10-06,Umbria,51
2025-10-06,Valle d'Aosta,13
2025-10-06,Veneto,491
2025-10-13,Abruzzo,86
2025-10-13,Basilicata,59
2025-10-13,Calabria,129
2025-10-13,Campania,523
2025-10-13,Emilia-Romagna,420
2025-10-13,Friuli-Venezia Giulia,115
2025-10-13,Lazio,515
2025-10-13,Liguria,160
2025-10-13,Lombardia,957
2025-10-13,Marche,140
2025-10-13,Molise,11
2025-10-13,Piemonte,423
2025-10-13,Puglia,380
2025-10-13,Sardegna,134
2025-10-13,Sicilia,472
2025-10-13,Toscana,265
2025-10-13,Trentino-Alto Adige,124
2025-10-13,Umbria,80
2025-10-13,Valle d'Aosta,0
2025-10-13,Veneto,509
2025-10-20,Abruzzo,155
2025-10-20,Basilicata,49
2025-10-20,Calabria,155
2025-10-20,Campania,420
2025-10-20,Emilia-Romagna,441
2025-10-20,Friuli-Venezia Giulia,156
2025-10-20,Lazio,508
2025-10-20,Liguria,84
2025-10-20,Lombardia,1083
2025-10-20,Marche,129
2025-10-20,Molise,11
2025-10-20,Piemonte,459
2025-10-20,Puglia,362
2025-10-20,Sardegna,151
2025-10-20,Sicilia,436
2025-10-20,Toscana,304
2025-10-20,Trentino-Alto Adige,97
2025-10-20,Umbria,66
2025-10-20,Valle d'Aosta,11
2025-10-20,Veneto,572
2025-10-27,Abruzzo,96
2025-10-27,Basilicata,36
2025-10-27,Calabria,170
2025-10-27,Campania,484
2025-10-27,Emilia-Romagna,418
2025-10-27,Friuli-Venezia Giulia,130
2025-10-27,Lazio,625
2025-10-27,Liguria,125
2025-10-27,Lombardia,1091
2025-10-27,Marche,180
2025-10-27,Molise,28
2025-10-27,Piemonte,387
2025-10-27,Puglia,324
2025-10-27,Sardegna,138
2025-10-27,Sicilia,471
2025-10-27,Toscana,353
2025-10-27,Trentino-Alto Adige,64
2025-10-27,Umbria,117
2025-10-27,Valle d'Aosta,8
2025-10-27,Veneto,467
2025-11-03,Abruzzo,127
2025-11-03,Basilicata,49
2025-11-03,Calabria,165
2025-11-03,Campania,529
2025-11-03,Emilia-Romagna,450
2025-11-03,Friuli-Venezia Giulia,113
2025-11-03,Lazio,548
2025-11-03,Liguria,126
2025-11-03,Lombardia,1056
2025-11-03,Marche,164
2025-11-03,Molise,31
2025-11-03,Piemonte,461
2025-11-03,Puglia,323
2025-11-03,Sardegna,169
2025-11-03,Sicilia,360
2025-11-03,Toscana,347
2025-11-03,Trentino-Alto Adige,95
2025-11-03,Umbria,101
2025-11-03,Valle d'Aosta,12
2025-11-03,Veneto,465
2025-11-10,Abruzzo,118
2025-11-10,Basilicata,57
2025-11-10,Calabria,166
2025-11-10,Campania,456
2025-11-10,Emilia-Romagna,395
2025-11-10,Friuli-Venezia Giulia,137
2025-11-10,Lazio,578
2025-11-10,Liguria,131
2025-11-10,Lombardia,1029
2025-11-10,Marche,88
2025-11-10,Molise,34
2025-11-10,Piemonte,466
2025-11-10,Puglia,384
2025-11-10,Sardegna,177
2025-11-10,Sicilia,507
2025-11-10,Toscana,302
2025-11-10,Trentino-Alto Adige,133
2025-11-10,Umbria,86
2025-11-10,Valle d'Aosta,9
2025-11-10,Veneto,548
2025-11-17,Abruzzo,172
2025-11-17,Basilicata,71
2025-11-17,Calabria,164
2025-11-17,Campania,505
2025-11-17,Emilia-Romagna,404
2025-11-17,Friuli-Venezia Giulia,140
2025-11-17,Lazio,529
2025-11-17,Liguria,163
2025-11-17,Lombardia,1031
2025-11-17,Marche,137
2025-11-17,Molise,31
2025-11-17,Piemonte,447
2025-11-17,Puglia,354
2025-11-17,Sardegna,161
2025-11-17,Sicilia,458
2025-11-17,Toscana,380
2025-11-17,Trentino-Alto Adige,96
2025-11-17,Umbria,66
2025-11-17,Valle d'Aosta,25
2025-11-17,Veneto,414
2025-11-24,Abruzzo,130
2025-11-24,Basilicata,52
2025-11-24,Calabria,157
2025-11-24,Campania,566
2025-11-24,Emilia-Romagna,424
2025-11-24,Friuli-Venezia Giulia,102
2025-11-24,Lazio,478
2025-11-24,Liguria,154
2025-11-24,Lombardia,937
2025-11-24,Marche,153
2025-11-24,Molise,23
2025-11-24,Piemonte,392
2025-11-24,Puglia,368
2025-11-24,Sardegna,127
2025-11-24,Sicilia,441
2025-11-24,Toscana,342
2025-11-24,Trentino-Alto Adige,110
2025-11-24,Umbria,56
2025-11-24,Valle d'Aosta,6
2025-11-24,Veneto,482
2025-12-01,Abruzzo,94
2025-12-01,Basilicata,54
2025-12-01,Calabria,163
2025-12-01,Campania,504
2025-12-01,Emilia-Romagna,385
2025-12-01,Friuli-Venezia Giulia,99
2025-12-01,Lazio,578
2025-12-01,Liguria,87
2025-12-01,Lombardia,858
2025-12-01,Marche,155
2025-12-01,Molise,23
2025-12-01,Piemonte,405
2025-12-01,Puglia,297
2025-12-01,Sardegna,67
2025-12-01,Sicilia,353
2025-12-01,Toscana,344
2025-12-01,Trentino-Alto Adige,70
2025-12-01,Umbria,82
2025-12-01,Valle d'Aosta,10
2025-12-01,Veneto,406
2025-12-08,Abruzzo,114
2025-12-08,Basilicata,25
2025-12-08,Calabria,132
2025-12-08,Campania,509
2025-12-08,Emilia-Romagna,353
2025-12-08,Friuli-Venezia Giulia,110
2025-12-08,Lazio,455
2025-12-08,Liguria,110
2025-12-08,Lombardia,885
2025-12-08,Marche,50
2025-12-08,Molise,16
2025-12-08,Piemonte,354
2025-12-08,Puglia,321
2025-12-08,Sardegna,89
2025-12-08,Sicilia,406
2025-12-08,Toscana,277
2025-12-08,Trentino-Alto Adige,80
2025-12-08,Umbria,103
2025-12-08,Valle d'Aosta,14
2025-12-08,Veneto,387
2025-12-15,Abruzzo,97
2025-12-15,Basilicata,27
2025-12-15,Calabria,125
2025-12-15,Campania,469
2025-12-15,Emilia-Romagna,392
2025-12-15,Friuli-Venezia Giulia,43
2025-12-15,Lazio,415
2025-12-15,Liguria,69
2025-12-15,Lombardia,642
2025-12-15,Marche,129
2025-12-15,Molise,27
2025-12-15,Piemonte,254
2025-12-15,Puglia,287
2025-12-15,Sardegna,121
2025-12-15,Sicilia,286
2025-12-15,Toscana,317
2025-12-15,Trentino-Alto Adige,74
2025-12-15,Umbria,53
2025-12-15,Valle d'Aosta,28
2025-12-15,Veneto,367
2025-12-22,Abruzzo,75
2025-12-22,Basilicata,35
2025-12-22,Calabria,104
2025-12-22,Campania,335
2025-12-22,Emilia-Romagna,325
2025-12-22,Friuli-Venezia Giulia,93
2025-12-22,Lazio,476
2025-12-22,Liguria,84
2025-12-22,Lombardia,774
2025-12-22,Marche,72
2025-12-22,Molise,21
2025-12-22,Piemonte,317
2025-12-22,Puglia,268
2025-12-22,Sardegna,105
2025-12-22,Sicilia,278
2025-12-22,Toscana,207
2025-12-22,Trentino-Alto Adige,52
2025-12-22,Umbria,51
2025-12-22,Valle d'Aosta,10
2025-12-22,Veneto,304
